105	4	A	pardosa-jn1.54	Refuses a promise precisely to keep the licensed multi-dragline split reachable without breaking a contract
106	5	B	pardosa-jn1.54	Lays down the binding consumer prohibition -- what the clause enforces is the absence of a promise
107	5	B	pardosa-jn1.54	Defines reorder pairwise, which is the standing rule every migration policy is then measured against
108	5	B	pardosa-jn1.54	Substitutes which rule actually binds pardosa on the migration path, replacing total order in the invariant list
109	6	B	pardosa-jn1.54	Decides what the clause states normatively and what it withholds, and points rather than restates so one fact lives in one place
110	3	S	pardosa-jn1.54	Fixes what pardosa promises at all: replay determinism is contracted because rebuilding a projection twice is the point of the model
111	4	A	pardosa-jn1.54	Sets when each clause starts binding, and rules that a refusal's marker attaches to its force rather than its deletion
112	6	B	pardosa-jn1.54	Allocates the rationale between spec and ADR -- which document carries which kind of statement
113	5	B	pardosa-jn1.55	Makes link integrity the promised invariant, bounded by three explicit non-claims that later rulings derive from
114	5	B	pardosa-jn1.55	Spans rule and information flow; higher-leverage taken -- the tier-1 invariant binding from 0.5.1, with the anchor gap named as a third value
115	6	B	pardosa-jn1.55	Decides what the 1.0 walk surface exposes: one method with strict semantics, the permissive variant removed
116	5	B	pardosa-jn1.55	Makes the invariant-breaking configuration inexpressible rather than merely defaulted off
117	5	B	pardosa-jn1.55	Binds every ordinary path to refuse, and confines entry to an explicitly-named election at the call site
118	5	B	pardosa-jn1.55	States the per-artefact per-generation anchor obligation an operator must satisfy and the spec cannot check
119	6	B	pardosa-jn1.55	Structures how the claim reaches a stranger: two scoped claims with qualifiers, never one quotable aggregate
120	5	B	pardosa-jn1.56	Fixes what the schema covers -- T taken whole -- which is the definitional rule every descriptor ruling then builds on
121	2	S	pardosa-jn1.56	Makes the enum-of-variants shape pardosa's own taught concept, changing the language a consumer models in
122	5	B	pardosa-jn1.56	Refuses the affordance the new vocabulary makes tempting, blocking the inference where it now arises
123	5	B	pardosa-jn1.56	Binds pardosa from 0.5.1 against ever admitting a heterogeneous artefact, for a reader who cannot see it in the bytes
124	6	B	pardosa-jn1.56	Records which document owns which half, so the seam most likely to be described twice is named once
125	5	B	pardosa-jn1.57	Removes the option to ship a self-undescribing artefact, making the descriptor unconditional
126	6	B	pardosa-jn1.57	Fixes what information the descriptor carries, and therefore what a non-Rust reader can decode
127	6	B	pardosa-jn1.57	Chooses the vocabulary the description is expressed in: a closed constructor set, not a Rust parser
128	8	C	pardosa-jn1.57	Defines the two-layer verification that damps descriptor drift -- mechanical completeness plus the clean-room rebuild
129	6	B	pardosa-jn1.57	Decides where the descriptor lives and therefore where a reader must look, once per artefact on either adapter
130	6	B	pardosa-jn1.57	Fixes which document each hash factor versions, so the composition is not misread as crossing the boundary
131	5	B	pardosa-jn1.58	Makes identity a pure function of the descriptor, closing the drift between two vocabularies
132	5	B	pardosa-jn1.58	Fixes what identity comprises -- shape plus name, a component never a key, with no registry to adjudicate
133	6	B	pardosa-jn1.58	Adds direction to a value that previously only distinguished, letting a reader ask which came first
134	6	B	pardosa-jn1.58	Places the version inside the descriptor, so identity still determines the description
135	8	C	pardosa-jn1.58	Converts consumer-declared trust into a mechanical monotonicity assertion at the one observable transition
136	6	B	pardosa-jn1.58	States the non-claim positively so a stranger does not read identity strength from the neighbouring chain
137	6	B	pardosa-jn1.58	Collapses two renderings into one so the public surface cannot present a shape twice and drift
138	5	B	pardosa-jn1.59	Fixes equality as the only comparison and routes every schema change through the exclusively-held migration path
139	4	A	pardosa-jn1.59	Places the refusal without across-major permanence, so 1.0 does not foreclose the 2.0 design space
140	4	A	pardosa-jn1.59	Binds the whole clause family from one marker at 0.5.1, closing the window where a rule refuses without saying why
141	6	B	pardosa-jn1.59	Splits one conflated value into two type-level conditions so the diagnostic stops asserting the wrong cause
142	4	A	pardosa-jn1.59	Drops the attribute whose purpose is growing an enum at a minor, closing that hole in the freeze
143	4	A	pardosa-jn1.59	Inverts the default so every public enum is major-locked and openness must be earned by designation
144	6	B	pardosa-jn1.59	Shapes the error surface so a caller must match both remedies rather than re-fold them behind one constructor
145	5	B	pardosa-jn1.59	Applies the one-word-per-concept rule, assigning ownership of the word and renaming the other claimants
146	5	B	pardosa-jn1.59	Sets the naming shape for the condition family: name the property, never the mechanism that detected it
147	9	D	pardosa-jn1.59	Sets how long the naming decision waits -- deferred until its dependency lands, so sibling nouns are chosen together
148	6	B	pardosa-jn1.59	Separates what the caller can always be told from what may be unknowable, rather than folding the gap
149	5	B	pardosa-jn1.59	Binds every event-yielding read path on every adapter, requiring the symmetry be structural rather than incidental
150	5	B	pardosa-jn1.59	Constrains the permitted shape of the consumer's root type, making the event kind structural rather than conventional
151	6	B	pardosa-jn1.59	Removes the per-message carrier, so a fact true once per artefact is stated once rather than on every event
152	5	B	pardosa-jn1.59	Mandates variants the consumer must declare, a standing constraint on every consumer's event enum frozen at 1.0
