216	6	B	pardosa-jn1.78	Relocates the clean-room wall so the map itself sits on the contaminated side, fixing who may see what and naming the spec as the only laundering channel
217	5	B	pardosa-jn1.78	Fixes which agents Notes-level rules bind -- planning inside the wall, construction reached only through clean artefacts -- and refuses to mint a second carrier
218	5	B	pardosa-jn1.78	Extends the define-positively standing rule over the charter, striking or rewriting every contrastive entry as a standing constraint on future entries
219	6	B	pardosa-jn1.78	Routes every named constraint to the artefact that carries it across the wall, and expires the one with no carrier
220	5	B	pardosa-jn1.78	Adds the precondition that the map may not close on an unaudited constraint list, binding the closing decision itself
221	5	B	pardosa-jn1.77	Records cycles as a refused shape already enforced by const-evaluation, so pardosa builds no mechanism of its own
222	12	D	pardosa-jn1.77	Declines a ninth noun for the failure vocabulary because a rejected program has no runtime condition to name
223	8	C	pardosa-jn1.77	Owes a compile-fail fixture so an inexpressibility claim is observed rather than inferred, damping the fails-open shape
224	6	B	pardosa-jn1.77	States finiteness and acyclicity for the non-Rust reader who has no compiler to learn it from, inside a clause that already exists
225	5	B	pardosa-jn1.79	Ratifies the standing rule that a foreign corpus is advice, and refuses per-domain adjudication of a corpus this map does not own
226	5	B	pardosa-jn1.79	Lays down the checkable corollary that no ruling may rest solely on a foreign ADR (spans 5/6 with the RULED 116 narrowing, higher taken)
227	6	B	pardosa-jn1.79	Confines foreign citations to PAR ADRs so no normative clause is uncheckable by the only audience it binds
228	5	B	pardosa-jn1.79	Fixes precedence rather than a carve-out -- advice cannot overturn a ruling -- so the named collision resolves by rule
229	6	B	pardosa-jn1.80	Counts the class apart and shows three instances already name their own discharge, so no second rendering is manufactured
230	6	B	pardosa-jn1.80	Sites the unmechanisable judgement in a venue the map already chose, composing rather than minting a second home for one kind of thing
231	10	D	pardosa-jn1.80	Sets the record as one standing document edited in place rather than one accumulating per release, with git holding prior state
232	5	B	pardosa-jn1.80	Refuses the gate that tends to grow where a venue is created, preserving record-without-a-gate intact
233	6	B	pardosa-jn1.76	Declines a second rendering of which-standard, leaving the operator only the opaque discriminator and accepting that cost
234	4	A	pardosa-jn1.76	Fixes the across-major regime -- artefacts never cross, the operator links both majors -- buying nothing the toolchain already gives
235	6	B	pardosa-jn1.76	Rations the spec to pardosa's own boundary and withholds another tool's technique, leaving the named cost unmitigated
236	3	S	pardosa-jn1.76	Executes the kind test to split container versioning downstream from the standard's discriminator, which stays here
237	6	B	pardosa-jn1.81	Shapes the surface as one predicate-free operation reporting into an existing vocabulary, naming no lock, epoch, sequence or file
238	4	A	pardosa-jn1.81	Takes the reversible direction at a freeze so a later minor may still publish it (spans 4/6, higher taken); symmetry becomes tested, not structural
239	4	A	pardosa-jn1.81	Keeps the marker trait method-less so a future backend has nothing to break, preserving the orthogonal seals
240	6	B	pardosa-jn1.81	Joins pieces the map recorded separately and never stated together, making an unmet non-negotiable visible in one sentence
241	5	B	pardosa-jn1.81	Refuses a release that publishes an invariant-marked clause knowingly unmet, binding the mechanism and its suite to 0.5.1
242	6	B	pardosa-jn1.82	Withdraws the marker a stranger would rely on as normative while the commitment itself survives, using an existing non-clause shape
243	5	B	pardosa-jn1.82	Refuses to widen the marker test, keeping compiler-enforced breakage apart from quality judgement so no marked clause reopens
244	6	B	pardosa-jn1.82	Files the erratum because the superseded headline is exactly the sentence a later reader would rely on and is now false
